SKU;ID Tiny;Estoque
8.03.71.06.00;809542637;1
8.03.71.18.00;809541385;5
8.03.74.01.10;809542724;0
8.03.74.02.01;811357953;0
8.03.74.02.10;809540412;0
8.03.74.04.01;811359377;0
8.03.74.06.01;811359522;0
8.03.74.07.01;811816866;0
8.03.74.12.01;811359310;0
8.03.76.01.01;811357759;0
8.03.76.03.10;811360460;0
8.03.76.05.10;811360763;0
8.03.76.07.01;811859328;0
8.03.91.08.10;812031577;0
8.04.01.07.50;811364459;1
8.04.01.11.27;811365564;0
8.04.01.15.10;811849045;0
8.04.01.69.01;811848916;0
8.04.02.02.80;817773951;0
8.04.02.03.27;817774350;0
8.04.02.06.11;811361413;0
8.04.02.08.01;811927869;0
8.04.02.09.11;811364047;0
8.04.02.10.11;811928059;0
8.04.03.06.57;811364940;0
8.04.03.13.10;811365764;0
8.04.03.15.10;811365321;0
8.04.03.17.18;811365400;0
8.04.03.21.10;811363424;-1
8.04.03.23.18;811364148;0
8.04.03.27.10;811364293;2
8.04.03.28.18;811365897;0
8.04.04.01.07;811366272;0
8.04.04.02.18;811366337;0
8.04.04.07.18;811364815;0
8.04.04.08.10;811364772;0
8.04.04.09.07;811364708;0
8.04.18.01.01;811927158;0
8.04.23.14.10;811363894;0
8.04.24.01.01;811363057;0
8.04.28.15.10;811366417;0
8.04.39.03.18;811365938;0
8.04.39.04.00;811848959;0
8.04.53.04.00;811859256;0
8.04.53.05.00;811859236;0
8.04.53.16.10;811364511;0
8.04.53.17.10;811364671;0
8.04.61.01.10;811366165;0
8.04.61.02.10;811366118;0
8.04.61.03.11;811366044;0
8.04.61.07.10;811363326;0
8.04.61.08.10;811363352;0
8.04.74.01.10;811363375;0
8.04.74.05.01;811848902;0
8.04.74.07.01;811364096;0
8.04.76.02.10;811928158;0
8.04.76.03.10;811928188;0
8.04.76.05.01;811928149;0
8.04.76.06.11;811928225;0
8.04.76.07.01;811928174;0
8.05.01.12.00;811380877;0
8.05.01.16.18;811380974;0
8.05.01.17.57;811927549;0
8.05.02.11.10;811381206;0
8.05.02.12.11;811381159;0
8.05.03.18.18;809544258;0
8.05.04.03.07;809544974;0
8.05.04.04.17;809544978;0
8.05.24.01.00;811382475;0
8.05.26.02.18;811382214;0
8.05.28.09.10;809545191;0
8.05.28.10.18;809545218;0
8.05.33.03.18;809544864;0
8.05.47.01.01;809545008;0
8.05.47.02.10;809544999;0
8.05.53.06.00;811381888;0
8.05.54.01.10;809544074;0
8.05.61.01.116;811382590;0
8.05.61.02.72;811382618;0
8.05.61.04.07;811381331;0
8.05.61.05.08;811381516;0
8.05.61.06.07;811381397;0
8.05.61.10.69;811382266;0
8.05.61.12.11;811382768;0
8.05.61.18.11;809129244;0
8.05.61.21.10;811376789;0
8.05.61.23.10;811817175;0
8.05.61.24.10;811817154;0
8.05.74.01.10;811382054;0
8.05.76.01.10;811380523;0
8.05.76.03.10;811380580;0
8.05.95.01.01;811380593;0
8.05.95.02.06;811385787;0
8.06.01.01.08;811383751;0
8.06.01.05.27;811383680;0
8.06.01.06.18;811383323;0
8.06.01.07.01;811384145;1
8.06.02.01.80;809129107;2
8.06.03.13.18;811384799;0
8.06.03.14.06;811383839;0
8.06.03.17.18;811386752;0
8.06.04.03.07;811379907;0
8.06.04.05.07;811384901;0
8.06.04.05.18;811385143;0
8.06.04.16.01;812030271;0
8.06.04.17.10;812030253;0
8.06.04.18.18;812030285;0
8.06.04.19.01;812030828;0
8.06.04.20.10;812030772;0
8.06.04.21.18;812030885;0
8.06.04.22.10;811383413;0
8.06.04.23.18;811383524;0
8.06.103.01.10;811377106;0
8.06.103.03.57;811379458;0
8.06.103.05.11;811377791;0
8.06.23.01.08;811378279;0
8.06.23.04.07;811384345;0
8.06.23.05.57;811378194;0
8.06.23.08.11;811378563;0
8.06.23.12.07;811380161;0
8.06.26.03.18;811377675;0
8.06.28.13.80;811376626;0
8.06.28.14.95;811382917;0
8.06.28.15.00;811378366;0
8.06.28.16.00;811378453;0
8.06.28.17.00;811378402;0
8.06.39.05.07;811377288;0
8.06.39.06.07;811377213;0
8.06.39.07.01;811378995;0
8.06.39.08.06;811379079;0
8.06.39.09.11;811378951;0
8.06.39.11.10;811377839;0
8.06.39.12.11;811377878;0
8.06.39.13.06;811377962;0
8.06.39.14.05;811378138;0
8.06.39.15.57;811378073;0
8.06.39.16.07;811380421;0
8.06.39.17.08;811380263;0
8.06.39.18.06;811380338;0
8.06.39.20.07;811378190;0
8.06.53.09.10;811378746;0
8.06.74.01.10;811386669;0
8.06.74.04.07;811379170;0
8.06.74.05.18;811379820;0
8.07.01.01.01;811817349;2
8.07.01.35.01;809547303;0
8.07.02.02.01;811818202;0
8.07.02.03.01;811815664;0
8.07.02.09.01;909752761;0
8.07.03.11.01;811387184;1
8.07.03.18.01;809547421;0
8.07.04.21.01;828554408;0
8.07.04.26.89;811818248;0
8.07.04.27.90;811816875;0
8.07.04.37.10;811816967;0
8.07.04.43.01;811372727;0
8.07.04.45.88;811816910;0
8.07.04.52.01;811814578;0
8.07.23.12.01;817775079;0
8.07.23.13.01;809546698;0
8.07.23.14.10;809546671;0
8.07.23.15.01;811814765;1
8.07.26.08.18;809546554;0
8.07.26.09.01;811816353;0
8.07.26.10.01;811360616;0
8.07.28.11.58;811817745;0
8.07.28.12.01;811387350;0
8.07.32.07.08;811816002;0
8.07.32.37.10;811814466;0
8.07.32.42.00;811814342;0
8.07.32.43.00;811387731;0
8.07.32.44.00;811815319;0
8.07.32.45.00;811815352;0
8.07.32.46.00;811815336;0
8.07.32.47.01;811815395;0
8.07.32.48.01;811387664;0
8.07.32.49.104;811387693;0
8.07.32.50.01;811815277;0
8.07.32.51.01;811816050;0
8.07.32.52.104;811816186;0
8.07.32.54.08;811387619;0
8.07.32.55.08;811387634;0
8.07.32.56.07;811387587;0
8.07.32.57.01;811815261;0
8.07.39.02.10;811815536;0
8.07.39.05.07;811361876;0
8.07.39.06.00;811361840;0
8.07.39.08.01;811361814;0
8.07.39.10.01;811815547;0
8.07.53.02.01;811817834;0
8.07.53.05.00;817773845;0
8.07.53.12.01;811815616;0
8.07.53.13.01;809547456;0
8.07.53.14.01;811816945;0
8.07.53.15.01;811817666;0
8.07.53.16.01;811360891;0
8.07.54.02.07;811817095;0
8.07.54.03.77;811817133;0
8.07.54.04.01;811387792;0
8.07.54.05.01;809547947;0
8.07.54.06.01;809547461;0
8.07.54.07.01;811387535;0
8.07.54.08.68;811386494;0
8.07.54.10.01;811814407;0
8.07.54.11.68;811816928;0
8.07.54.12.01;811814153;0
8.07.57.01.06;811915379;0
8.07.68.01.01;811816531;0
8.07.68.02.10;811816444;0
8.07.68.03.76;811359176;0
8.07.68.06.01;809546584;0
8.07.68.07.01;809547360;0
8.07.68.08.10;811817244;0
8.07.74.01.01;809546238;0
8.07.74.02.10;811386857;0
8.07.74.03.01;811387079;0
8.07.74.07.01;811385843;0
8.07.76.04.01;811814574;0
8.08.01.01.01;811819563;0
8.08.01.24.01;811818931;0
8.08.01.25.27;811818962;0
8.08.23.01.01;811819432;0
8.08.23.02.07;811819000;0
8.08.23.03.10;811819057;0
8.08.23.04.01;811818774;0
8.08.28.01.10;811831656;0
8.08.47.02.01;811818853;0
8.08.47.06.10;811818894;0
8.08.47.07.01;811818881;0
8.08.47.09.10;811818663;0
8.08.47.13.92;811818909;0
8.08.47.20.01;811818901;0
8.08.53.04.01;811818862;0
8.08.74.01.10;811819354;0
8.08.98.02.07;811819275;0
8.08.98.05.06;812027836;0
8.09.01.06.10;811834909;0
8.09.01.08.01;909753091;0
8.09.01.09.01;909753206;0
8.09.01.10.01;909753219;0
8.09.01.101.27;812030602;0
8.09.01.102.57;812030656;0
8.09.01.104.01;817774402;0
8.09.01.105.01;817774713;0
8.09.01.11.10;909753229;0
8.09.01.28.31;817774242;0
8.09.01.36.58;817773822;0
8.09.01.45.83;817773907;0
8.09.01.53.100;817773800;0
8.09.01.54.01;811857853;0
8.09.01.64.01;811857145;2
8.09.01.73.11;817774510;0
8.09.01.78.01;811837254;0
8.09.01.79.27;811837286;0
8.09.01.98.27;817774447;0
8.09.01.99.07;817775113;0
8.09.02.01.10;811832327;0
8.09.02.02.01;811837701;0
8.09.02.03.10;811837740;0
8.09.02.04.01;811832651;0
8.09.02.05.01;811832656;0
8.09.02.06.10;811832705;0
8.09.02.100.106;811835686;0
8.09.02.101.27;811834642;0
8.09.02.102.27;811836188;4
8.09.02.103.27;811835850;0
8.09.02.105.10;811832290;0
8.09.02.106.01;811839958;0
8.09.02.107.80;811840150;0
8.09.02.108.01;811832742;0
8.09.02.109.80;811832789;0
8.09.02.110.10;817774617;0
8.09.02.111.10;811832614;0
8.09.02.113.80;811840605;0
8.09.02.114.11;811840653;0
8.09.02.116.80;811833110;0
8.09.02.117.01;811832882;0
8.09.02.118.11;811832939;0
8.09.02.124.01;811837775;0
8.09.02.13.57;909753101;0
8.09.02.130.01;909753241;0
8.09.02.131.01;909753258;0
8.09.02.132.10;909753270;0
8.09.02.133.01;909753280;0
8.09.02.134.01;909753291;0
8.09.02.135.10;909753304;0
8.09.02.16.57;909753202;0
8.09.02.66.27;817773745;0
8.09.02.67.01;817774002;0
8.09.02.69.27;817774765;0
8.09.02.80.27;828554317;0
8.09.02.81.01;828554260;0
8.09.02.82.80;828554362;0
8.09.02.83.76;817774908;0
8.09.02.84.80;817775324;0
8.09.02.85.01;817774820;0
8.09.02.89.01;828554465;0
8.09.02.91.01;828554266;0
8.09.02.92.00;828554340;0
8.09.02.93.01;817775255;0
8.09.02.94.00;828554441;0
8.09.02.95.01;811834505;0
8.09.02.96.106;811834573;0
8.09.02.98.106;811836121;0
8.09.02.99.01;811835567;0
8.09.03.03.07;909753062;0
8.09.03.104.01;817774316;0
8.09.03.111.18;811832559;0
8.09.03.112.10;811835383;0
8.09.03.113.01;811835511;0
8.09.03.12.07;909753194;0
8.09.03.123.01;909753481;0
8.09.03.31.01;811848146;0
8.09.03.72.57;811845813;0
8.09.03.73.10;811845878;0
8.09.03.74.01;811845967;0
8.09.03.80.18;811841314;0
8.09.03.81.07;811844900;0
8.09.03.82.01;809129498;0
8.09.03.83.18;811844926;0
8.09.03.92.00;812029377;0
8.09.03.93.01;812029328;1
8.09.03.95.10;811832494;1
8.09.04.100.10;812030432;0
8.09.04.105.57;812031176;0
8.09.04.106.18;812031288;0
8.09.04.110.01;811845340;0
8.09.04.111.10;811833161;0
8.09.04.112.01;811833214;0
8.09.04.114.01;812030405;0
8.09.04.115.01;811839790;0
8.09.04.119.01;811833299;3
8.09.04.123.01;811838692;0
8.09.04.125.08;812031807;0
8.09.04.18.07;812031121;0
8.09.04.19.18;812031258;0
8.09.04.20.08;812031306;0
8.09.04.70.68;817774659;0
8.09.04.72.68;828554494;0
8.09.04.73.68;817774958;0
8.09.04.74.68;817774065;0
8.09.04.76.01;812030329;0
8.09.04.77.10;812030309;0
8.09.04.78.18;812030356;0
8.09.04.83.10;811839209;0
8.09.04.84.01;811839159;0
8.09.04.85.18;811839247;0
8.09.04.88.10;817774870;0
8.09.04.93.07;811844717;0
8.09.04.95.10;811844622;0
8.09.04.97.18;811844692;0
8.09.04.98.08;811844701;0
8.09.04.99.01;812030458;0
8.09.103.06.01;811847190;0
8.09.18.01.01;811836766;0
8.09.18.02.57;811836758;0
8.09.18.03.18;811836770;0
8.09.18.05.07;811836754;0
8.09.18.06.11;811843762;0
8.09.23.31.10;812029922;0
8.09.23.40.27;812031336;0
8.09.23.41.27;812031363;0
8.09.23.43.27;812029584;0
8.09.23.45.27;812029777;0
8.09.23.56.10;811844843;0
8.09.23.58.01;811838161;0
8.09.23.59.01;811832350;0
8.09.23.60.10;811832331;0
8.09.23.64.01;811832395;0
8.09.23.65.10;811832364;0
8.09.23.66.01;812029610;0
8.09.23.72.01;910590653;0
8.09.23.74.01;910590651;0
8.09.28.58.58;811837327;0
8.09.28.65.01;811832267;0
8.09.28.66.10;811847838;0
8.09.28.67.18;811847758;0
8.09.28.68.01;811847915;0
8.09.28.71.01;811848103;0
8.09.30.11.01;811843058;0
8.09.30.13.10;811843304;0
8.09.30.14.18;811843387;0
8.09.30.40.80;811846539;0
8.09.30.47.01;811847106;0
8.09.30.48.00;811846504;0
8.09.30.49.10;811846586;0
8.09.35.05.00;811933526;0
8.09.35.13.00;812007227;0
8.09.39.04.01;811931432;0
8.09.39.07.01;811847641;0
8.09.39.08.10;811847510;0
8.09.39.11.01;807860900;0
8.09.39.12.10;811839050;0
8.09.39.14.18;811837358;0
8.09.39.15.57;811837510;0
8.09.39.20.10;811846284;0
8.09.47.01.06;809540809;0
8.09.47.07.07;812012535;0
8.09.47.08.18;812012542;0
8.09.47.11.06;812012421;0
8.09.47.13.01;811931882;0
8.09.47.14.10;811852478;0
8.09.47.15.10;811931964;0
8.09.47.19.89;811852365;0
8.09.47.20.01;811860210;0
8.09.47.21.01;811860219;0
8.09.47.22.10;811932695;0
8.09.53.01.01;811843929;0
8.09.53.15.00;811845715;0
8.09.53.23.07;811837559;0
8.09.53.24.08;828554239;0
8.09.53.27.01;817775211;0
8.09.53.30.10;811838453;0
8.09.53.33.01;809540539;0
8.09.53.36.00;811847280;0
8.09.53.37.00;811840706;0
8.09.53.38.01;811840765;0
8.09.53.39.00;811835138;0
8.09.53.40.00;811835221;0
8.09.53.41.01;811835314;0
8.09.53.42.01;828554291;0
8.09.53.43.01;811834771;0
8.09.53.44.01;811926982;0
8.09.53.45.01;811843453;0
8.09.53.46.01;809540621;0
8.09.54.01.01;811846727;0
8.09.54.13.01;811839097;0
8.09.57.01.06;809550064;0
8.09.68.03.01;811836736;0
8.09.68.04.76;809129428;0
8.09.68.05.06;811835050;0
8.09.74.01.01;811836593;0
8.09.74.06.01;811844471;0
8.09.74.07.110;811836618;0
8.09.74.09.00;811832000;0
8.09.76.01.01;811834076;0
8.09.76.02.01;811834137;0
8.09.76.03.10;811834214;0
8.09.76.09.11;811838131;0
8.09.76.10.10;811838219;0
8.09.76.12.01;811843848;0
8.09.76.17.01;811845507;0
8.09.76.20.01;811846446;0
8.09.76.21.10;811846308;0
8.09.76.26.10;811847335;0
8.09.76.29.01;811847241;0
8.09.76.30.01;811846304;0
8.10.01.33.00;811848814;0
8.10.23.01.06;811848846;0
8.10.26.01.01;811358250;0
8.10.28.01.06;809546281;0
8.10.33.01.69;811848376;0
8.11.01.04.01;811369574;0
8.11.04.01.07;811926405;0
8.11.04.02.10;811926433;0
8.11.04.03.01;811926456;0
8.11.30.02.80;811369483;0
8.11.33.03.17;909752961;0
8.11.33.04.11;909752971;0
8.11.47.01.18;811926502;0
8.11.47.04.111;811926488;0
8.11.47.08.01;811925598;0
8.11.47.09.10;811369551;0
8.11.47.10.05;811926371;0
8.11.47.11.10;811369321;0
8.11.92.11.00;811926327;0
8.11.92.15.00;811926086;0
8.11.92.16.00;811926114;0
8.11.93.01.07;811919105;0
8.11.93.02.11;811919115;0
8.11.93.03.18;811919131;0
8.12.01.05.01;812028767;0
8.12.01.10.06;812028818;0
8.12.01.11.06;812028927;0
8.12.01.12.06;812028951;0
8.12.01.13.06;812029002;0
8.12.01.17.06;812028873;0
8.12.47.01.06;811930511;0
8.12.47.02.06;811930536;0
8.12.47.03.06;812007615;0
8.12.47.04.06;812007848;0
8.12.74.03.01;812009480;0
8.12.74.04.06;811858972;0
8.12.86.01.00;812010059;0
8.12.98.02.06;811937538;0
8.12.98.05.00;812029029;1
8.13.33.09.00;812012638;0
8.13.47.04.69;812012850;0
8.13.47.06.69;812012907;0
8.13.47.08.07;812027384;0
8.13.47.10.69;812027391;0
8.13.47.12.18;811911683;0
8.13.47.13.70;812012767;0
8.13.47.14.07;812012756;0
8.13.47.16.11;812012780;0
8.13.47.18.69;812013560;0
8.13.47.22.07;812027042;0
8.13.47.23.69;812027407;0
8.13.57.03.69;812027325;0
8.13.57.04.69;812027318;0
8.13.74.01.06;812013009;0
8.13.98.02.69;812027302;0
8.13.98.06.69;812026795;0
8.14.110.05.18;811993447;0
8.24.111.02.00;811854177;0
8.24.120.15.00;811854034;0
8.24.23.02.69;811861030;0
8.24.23.03.18;811861050;0
8.24.23.07.08;811853698;0
8.24.23.08.110;811853479;0
8.24.23.10.07;811853466;0
8.24.23.11.07;811853446;0
8.24.23.12.69;811861270;0
8.24.23.15.18;811853921;0
8.24.23.18.110;811853867;0
8.24.23.19.16;811853731;0
8.24.23.21.07;811853819;0
8.24.23.22.69;811863879;0
8.24.23.23.18;811863928;0
8.24.23.25.18;812000058;0
8.24.23.30.07;811999556;0
8.24.23.31.07;811999510;0
8.24.23.32.69;811863983;0
8.24.23.33.18;811864040;0
8.24.23.34.02;812001077;0
8.24.23.35.18;812001275;0
8.24.23.38.110;812000842;0
8.24.23.40.07;812000778;0
8.24.23.41.07;812000754;0
8.24.23.46.07;811861575;0
8.24.23.66.10;909753350;0
8.24.23.71.00;909752854;0
8.24.26.02.06;811857440;0
8.24.33.01.17;909752798;0
8.24.33.03.18;909752824;0
8.24.47.01.07;811859948;0
8.24.47.02.18;811860013;0
8.24.47.10.18;809540217;0
8.24.47.13.07;811852625;0
8.24.47.16.18;811852621;0
8.24.47.22.18;811852559;0
8.24.47.23.07;811852569;0
8.24.47.24.10;811852605;0
8.24.47.25.18;811852611;0
8.24.47.29.07;811860148;0
8.24.47.31.03;811912138;0
8.24.47.32.06;811370802;0
8.24.47.35.06;811370996;0
8.24.47.36.03;812011801;0
8.24.53.03.00;811924075;0
8.24.53.06.00;811924199;0
8.24.53.09.00;811924254;0
8.24.53.10.07;811924057;0
8.24.53.11.18;811924084;0
8.24.53.12.07;811924168;0
8.24.53.14.07;811924226;0
8.24.53.15.18;811924273;0
8.24.53.16.18;811923818;0
8.24.53.19.07;811923835;0
8.24.53.20.18;811923896;0
8.24.53.24.00;811367325;0
8.24.53.29.00;811860399;0
8.24.53.31.18;811860410;0
8.24.53.33.00;811857021;0
8.24.53.41.11;811854251;0
8.24.53.43.113;811854192;0
8.24.53.44.00;811852670;0
8.24.53.45.00;811852634;0
8.24.53.49.00;811854140;0
8.24.53.50.00;811854089;0
8.24.53.51.17;811854099;0
8.24.53.52.11;811854151;0
8.24.53.55.18;811854017;0
8.24.53.60.00;812010393;0
8.24.53.60.07;811854204;0
8.24.53.63.00;811939368;0
8.24.53.64.00;811993535;0
8.24.53.70.08;811378856;0
8.24.53.73.00;811924318;0
8.24.53.74.07;811924301;0
8.24.53.75.18;811924309;0
8.24.57.02.00;811851714;0
8.24.57.03.70;811863238;0
8.24.57.04.18;811858737;0
8.24.57.06.18;812002074;0
8.24.57.07.07;811993234;0
8.24.57.08.18;811993186;0
8.24.57.10.07;811858573;0
8.24.57.12.07;811910319;0
8.24.57.13.07;811853128;0
8.24.57.16.18;811853134;0
8.24.57.17.07;811853169;0
8.24.57.19.18;811999396;0
8.24.57.20.07;811858269;0
8.24.57.21.18;811858288;0
8.24.57.22.11;811858299;0
8.24.57.23.18;811858256;0
8.24.57.24.07;811858184;0
8.24.57.26.07;811939827;0
8.24.57.27.18;811993302;0
8.24.57.31.18;811863209;0
8.24.57.35.18;811994007;0
8.24.57.36.07;811993796;0
8.24.57.41.00;811998063;0
8.24.57.42.18;811863307;0
8.24.57.43.18;811372794;0
8.24.57.44.00;811852329;0
8.24.57.45.18;811861959;0
8.24.57.48.11;811372841;0
8.24.57.49.07;811852748;0
8.24.57.50.07;811852781;0
8.24.57.51.18;811852811;0
8.24.57.52.18;811852849;0
8.24.57.53.00;811854076;0
8.24.57.54.00;811854054;0
8.24.57.55.00;811858509;0
8.24.57.57.18;811858701;0
8.24.57.58.00;811858757;0
8.24.57.59.18;811859598;0
8.24.57.60.11;811859630;0
8.24.57.61.00;811861008;0
8.24.57.64.07;811994618;0
8.24.57.65.18;811994968;0
8.24.57.67.18;811996573;0
8.24.57.69.07;811996938;0
8.24.57.70.18;811996962;0
8.24.57.71.03;811831684;0
8.24.57.72.11;811851687;0
8.24.57.74.10;811857057;0
8.24.57.75.18;811857096;0
8.24.57.76.69;811858336;0
8.24.57.77.69;811858379;0
8.24.57.78.03;811864818;0
8.24.57.79.69;811997381;0
8.24.57.80.69;811997516;0
8.24.57.81.69;811997631;0
8.24.57.82.69;811997831;0
8.24.57.83.69;811998025;0
8.24.57.87.69;811857663;0
8.24.58.01.03;811367158;0
8.24.58.02.03;811367208;0
8.24.58.03.03;811367195;0
8.24.58.04.03;811367173;0
8.24.58.05.03;811367223;0
8.24.58.06.03;811367239;0
8.24.58.07.03;811367270;0
8.24.58.09.03;811367308;0
8.24.58.11.03;811860339;0
8.24.58.12.03;811860344;0
8.24.58.13.03;811860236;0
8.24.58.15.03;811860820;0
8.24.58.16.03;811860313;0
8.24.58.17.03;811860994;0
8.24.58.19.06;809545596;0
8.24.58.23.06;811857394;0
8.24.58.31.07;811852909;0
8.24.58.32.03;811923924;0
8.24.58.43.18;811855576;0
8.24.58.44.18;811857120;0
8.24.58.45.07;811860241;0
8.24.58.50.03;811934633;0
8.24.58.51.03;811935299;0
8.24.58.52.03;811934909;0
8.24.58.53.03;811934566;0
8.24.58.54.03;811935494;0
8.24.58.55.18;811935264;0
8.24.58.56.07;811935052;0
8.24.70.01.18;811852885;0
8.24.70.03.07;811851833;0
8.24.70.07.00;811854957;0
8.24.70.10.18;811860769;0
8.24.70.15.18;811851444;0
8.24.70.17.18;812012604;0
8.24.70.18.18;811851539;0
8.24.70.26.00;811372888;0
8.24.70.28.18;811996880;0
8.24.70.30.18;811851878;0
8.24.70.42.00;811912075;0
8.24.70.45.07;811912422;0
8.24.70.46.18;811912471;0
8.24.70.52.00;811998669;0
8.24.72.01.00;811857563;0
8.24.72.02.00;811857641;0
8.24.72.07.00;811998239;0
8.24.72.08.00;811864101;0
8.24.72.09.08;811999054;0
8.24.72.10.113;811998988;0
8.24.72.100.00;812001995;0
8.24.72.101.00;812002015;0
8.24.72.102.00;811864551;0
8.24.72.105.00;811859740;0
8.24.72.106.00;811859754;0
8.24.72.107.00;811859770;0
8.24.72.108.00;811859696;0
8.24.72.109.00;811859647;0
8.24.72.110.00;811859655;0
8.24.72.111.00;811859663;0
8.24.72.112.00;811859682;0
8.24.72.113.00;811859689;0
8.24.72.114.00;811859641;0
8.24.72.115.00;811852991;0
8.24.72.116.00;811853089;0
8.24.72.117.00;811853003;0
8.24.72.118.00;811853023;0
8.24.72.119.00;811853053;0
8.24.72.12.07;812028227;0
8.24.72.120.00;811853083;0
8.24.72.121.00;811852975;0
8.24.72.122.00;811856901;0
8.24.72.13.08;811851570;0
8.24.72.16.16;811859537;0
8.24.72.32.00;811909742;0
8.24.72.37.07;811924417;0
8.24.72.38.18;811861917;0
8.24.72.42.18;811854529;0
8.24.72.44.07;811854304;0
8.24.72.45.18;811862649;0
8.24.72.51.08;811861889;0
8.24.72.52.16;812028212;0
8.24.72.57.18;811859844;0
8.24.72.58.11;811859804;0
8.24.72.62.18;811910415;0
8.24.72.65.08;811853194;0
8.24.72.67.00;809548991;0
8.24.72.69.00;811857624;0
8.24.72.76.00;809548914;0
8.24.72.77.00;809548931;0
8.24.72.78.00;809548958;0
8.24.72.79.00;809548975;0
8.24.72.80.00;809548903;0
8.24.72.81.00;811851638;0
8.24.72.82.00;811851648;0
8.24.72.83.00;811851661;0
8.24.72.84.00;811851679;0
8.24.72.85.00;811851625;0
8.24.72.86.00;811857531;0
8.24.72.87.00;811857549;0
8.24.72.88.00;811857507;0
8.24.72.89.00;811863498;0
8.24.72.90.00;811863541;0
8.24.72.91.00;811852490;0
8.24.72.92.00;811852496;0
8.24.72.93.00;812027478;0
8.24.72.94.00;811859870;0
8.24.72.95.00;811859881;0
8.24.72.96.00;811863433;0
8.24.72.97.00;811863392;0
8.24.72.98.00;811863473;0
8.24.72.99.00;812001976;0
8.24.86.06.18;811853236;0
8.24.86.08.11;811996918;1
8.24.87.04.00;811857824;0
8.24.89.01.07;811852724;0
8.24.89.13.00;811856524;0
8.24.91.06.00;812011855;0
8.24.91.07.00;812011864;0
8.24.92.01.113;809548283;0
8.24.92.02.18;809548307;0
8.24.92.06.00;809548343;0
8.24.92.07.00;811855539;0
8.24.92.08.00;811857909;0
8.24.92.09.00;811857932;0
8.24.92.10.00;811857956;0
8.24.92.11.00;811857968;0
8.24.92.51.00;811995296;0
8.24.92.52.00;811995510;0
8.24.92.54.00;811995803;0
8.24.92.55.00;811995875;0
8.24.92.56.00;811995968;0
8.24.92.58.00;811996790;0
8.24.92.61.00;811996811;0
8.24.92.63.00;811996829;0
8.24.92.64.00;811996842;0
8.24.92.69.00;811912561;0
8.24.92.70.00;811919091;0
8.24.92.71.00;811919068;0
8.24.92.72.00;811858042;0
8.24.92.73.00;811912626;0
8.24.92.74.00;811912705;0
8.24.92.75.00;811362899;0
8.24.92.76.00;811362947;0
8.24.92.78.00;811912525;0
8.25.01.01.06;809548230;0
8.25.01.04.18;812011888;0
8.25.01.05.00;812011838;0
8.25.01.06.00;812031688;0
8.25.01.07.00;812031678;0
8.25.01.08.18;811931322;0
8.25.01.09.00;809543566;0
8.25.01.10.01;812028685;0
8.25.01.11.00;812007970;0
8.25.01.11.10;809541042;0
8.25.01.13.00;809541352;0
8.25.01.13.06;811854882;0
8.25.01.14.00;809541361;0
8.25.01.15.18;811924790;0
8.25.01.16.06;809546179;0
8.25.01.17.06;809546098;0
8.25.01.19.07;811909417;0
8.25.01.20.18;811909485;0
8.25.01.21.07;812010113;0
8.25.01.22.18;812010073;0
8.25.01.23.01;809540456;0
8.25.01.24.06;811855511;0
8.25.01.26.06;812009046;0
8.25.01.27.06;812010932;0
8.25.01.28.11;811831772;0
8.25.01.29.18;811831823;0
8.25.01.30.11;809540156;0
8.25.01.37.01;809545318;0
8.25.01.38.06;811914904;0
8.25.01.42.01;909753129;0
8.25.02.01.06;811852136;0
8.25.100.01.00;809545886;0
8.25.100.02.00;811852309;0
8.25.100.03.00;811914502;0
8.25.100.04.00;811914483;0
8.25.100.05.00;809545259;0
8.25.100.06.00;811857131;0
8.25.108.01.00;812011082;0
8.25.113.01.10;811832096;0
8.25.113.05.10;811832253;0
8.25.124.04.00;811862234;0
8.25.124.12.00;811832080;0
8.25.135.02.00;811852252;0
8.25.135.03.00;809540630;0
8.25.142.01.69;811368190;0
8.25.142.04.69;811368099;0
8.25.142.10.69;811367701;0
8.25.142.14.11;811367716;0
8.25.142.20.18;811368026;0
8.25.23.10.07;811924351;0
8.25.23.11.18;811924377;0
8.25.23.26.10;811924361;0
8.25.35.04.00;812028979;0
8.25.35.06.00;811856838;0
8.25.35.07.00;812009247;0
8.25.35.11.00;811925159;0
8.25.35.14.00;812028084;0
8.25.35.21.00;812009587;0
8.25.35.28.00;811857242;0
8.25.35.32.00;811929526;0
8.25.39.01.06;811862282;0
8.25.47.01.07;811857032;0
8.25.47.02.18;811857038;0
8.25.47.03.11;809549505;0
8.25.47.08.18;809549489;0
8.25.47.101.03;811861545;0
8.25.47.104.57;812008441;0
8.25.47.105.06;811861618;0
8.25.47.106.07;811368918;0
8.25.47.108.06;811860444;0
8.25.47.110.06;811915003;0
8.25.47.111.57;811851303;0
8.25.47.112.07;811368669;0
8.25.47.113.18;811368534;0
8.25.47.114.17;811368482;0
8.25.47.115.06;811370687;0
8.25.47.116.07;811914924;0
8.25.47.117.18;811914947;0
8.25.47.119.00;812011052;0
8.25.47.14.00;809549287;0
8.25.47.19.07;811928810;0
8.25.47.20.10;811928907;0
8.25.47.30.06;811914992;0
8.25.47.31.06;811916036;0
8.25.47.32.06;811916047;0
8.25.47.33.07;811857193;0
8.25.47.38.07;809545346;0
8.25.47.42.10;811937381;0
8.25.47.43.01;812012391;0
8.25.47.45.01;811860425;0
8.25.47.46.01;811860186;0
